ano;sigla_uf;id_municipio;tipo_rebanho;quantidade
2015;MS;5005004;Caprino;325
2015;MS;5005103;Caprino;425
2015;MS;5005251;Caprino;110
2015;MS;5005608;Caprino;620
2015;MS;5005707;Caprino;437
2015;MS;5005806;Caprino;1314
2015;MS;5006275;Caprino;251
2015;MS;5006358;Caprino;273
2015;MS;5007406;Caprino;986
2015;MS;5007703;Caprino;110
2015;MS;5007901;Caprino;805
2015;MS;5007950;Caprino;208
2015;MS;5008008;Caprino;361
2015;MS;5000203;Bubalino;21
2015;MS;5001003;Bubalino;269
2015;MS;5001508;Bubalino;648
2015;MS;5001904;Bubalino;158
2015;MS;5002001;Bubalino;1180
2015;MS;5002209;Bubalino;122
2015;MS;5002951;Bubalino;7
2015;MS;5003108;Bubalino;48
2015;MS;5003157;Bubalino;49
2015;MS;5003306;Bubalino;366
2015;MS;5003801;Bubalino;36
2015;MS;5003900;Bubalino;11
2015;MS;5004106;Bubalino;252
2015;MS;5004403;Bubalino;159
2015;MS;5004908;Bubalino;365
2015;MS;5005004;Bubalino;82
2015;MS;5007109;Bubalino;44
2015;MS;5007406;Bubalino;635
2015;MS;5007505;Bubalino;160
2015;MS;5007554;Bubalino;233
2015;MS;5008008;Bubalino;78
2015;MS;5008305;Bubalino;67
2015;MS;5007901;Codornas;338
2015;MS;5000609;Suíno - total;12800
2015;MS;5000708;Suíno - total;4081
2015;MS;5000906;Suíno - total;1678
2015;MS;5001003;Suíno - total;7146
2015;MS;5001102;Suíno - total;5534
2015;MS;5001508;Suíno - total;25984
2015;MS;5002803;Suíno - total;2540
2015;MS;5003157;Suíno - total;1772
2015;MS;5003801;Suíno - total;15393
2015;MS;5004502;Suíno - total;119197
2015;MS;5004601;Suíno - total;3335
2015;MS;5004700;Suíno - total;25936
2015;MS;5005202;Suíno - total;905
2015;MS;5005251;Suíno - total;7520
2015;MS;5005608;Suíno - total;3604
2015;MS;5005681;Suíno - total;1796
2015;MS;5005707;Suíno - total;11680
2015;MS;5006002;Suíno - total;2815
2015;MS;5006275;Suíno - total;2978
2015;MS;5006358;Suíno - total;1720
2015;MS;5007406;Suíno - total;4642
2015;MS;5007554;Suíno - total;3045
2015;MS;5007703;Suíno - total;1514
2015;MS;5007901;Suíno - total;6115
2015;MS;5007935;Suíno - total;1675
2015;MS;5008008;Suíno - total;9180
2015;MS;5008404;Suíno - total;22791
2015;MS;5000807;Galináceos - galinhas;7714
2015;MS;5001508;Galináceos - galinhas;25785
2015;MS;5002159;Galináceos - galinhas;17797
2015;MS;5002308;Galináceos - galinhas;6420
2015;MS;5002407;Galináceos - galinhas;8370
2015;MS;5002704;Galináceos - galinhas;44254
2015;MS;5003256;Galináceos - galinhas;22921
2015;MS;5003454;Galináceos - galinhas;10900
2015;MS;5003504;Galináceos - galinhas;7779
2015;MS;5003751;Galináceos - galinhas;57403
2015;MS;5003801;Galináceos - galinhas;10936
2015;MS;5004106;Galináceos - galinhas;18690
2015;MS;5004304;Galináceos - galinhas;7725
2015;MS;5004403;Galináceos - galinhas;14628
2015;MS;5004700;Galináceos - galinhas;23391
2015;MS;5005103;Galináceos - galinhas;10525
2015;MS;5005251;Galináceos - galinhas;22100
2015;MS;5005400;Galináceos - galinhas;80864
2015;MS;5005608;Galináceos - galinhas;12597
2015;MS;5005681;Galináceos - galinhas;10503
2015;MS;5005707;Galináceos - galinhas;58620
2015;MS;5006200;Galináceos - galinhas;6385
2015;MS;5006259;Galináceos - galinhas;8614
2015;MS;5007208;Galináceos - galinhas;42074
2015;MS;5007505;Galináceos - galinhas;16325
2015;MS;5007901;Galináceos - galinhas;509320
2015;MS;5007935;Galináceos - galinhas;7971
2015;MS;5007950;Galináceos - galinhas;5400
2015;MS;5000856;Suíno - matrizes de suínos;317
2015;MS;5001003;Suíno - matrizes de suínos;967
2015;MS;5001243;Suíno - matrizes de suínos;365
